":@computed_region_43wa_7qmu",":@computed_region_6mkv_f3dw",":@computed_region_awaf_s7ux",":@computed_region_bdys_3d7i",":@computed_region_d3ds_rm58",":@computed_region_d9mm_jgwp",":@computed_region_rpca_8um6",":@computed_region_vrxf_vc4k","arrest","beat","block","case_number","community_area","date","description","district","domestic","fbi_code","id","iucr","latitude","location","location_address","location_city","location_description","location_state","location_zip","longitude","primary_type","updated_on","ward","x_coordinate","y_coordinate","year"
"45","22216","11","673","67","25","32","26","false","1524","007XX N LATROBE AVE","JB248874","25","2018-05-03T19:15:00.000","ARMED: HANDGUN","015","false","03","11304027","031A","41.893945338","POINT (-87.75678656 41.893945338)",,,"ALLEY",,,"-87.75678656","ROBBERY","2018-05-10T15:48:24.000","28","1141223","1904471","2018"
"6","21867","19","344","276","13","58","64","false","0823","035XX W 61ST ST","JB248839","66","2018-05-03T19:10:00.000","DOMESTIC BATTERY SIMPLE","008","true","08B","11304074","0486","41.782478053","POINT (-87.711947373 41.782478053)",,,"RESIDENCE",,,"-87.711947373","BATTERY","2018-05-10T15:48:24.000","16","1153725","1863938","2018"
"28","21569","14","125","161","21","57","30","true","1013","022XX S KIRKLAND AVE","JB248853","29","2018-05-03T19:09:00.000","POSS: CRACK","010","false","18","11303930","2027","41.850630955","POINT (-87.733391419 41.850630955)",,,"ALLEY",,,"-87.733391419","NARCOTICS","2018-05-10T15:48:24.000","22","1147703","1888731","2018"
"19","22618","25","231","27","12","21","15","true","1633","055XX W BERENICE AVE","JB248826","15","2018-05-03T19:05:00.000","DOMESTIC BATTERY SIMPLE","016","true","08B","11304007","0486","41.950452527","POINT (-87.765192255 41.950452527)",,,"RESIDENTIAL YARD (FRONT/BACK)",,,"-87.765192255","BATTERY","2018-05-10T15:48:24.000","38","1138798","1925047","2018"
"7","22216","52","618","85","25","32","26","false","1523","003XX N CENTRAL AVE","JB248805","25","2018-05-03T19:02:00.000","SIMPLE","015","false","08B","11303923","0460","41.886755667","POINT (-87.765095923 41.886755667)",,,"STREET",,,"-87.765095923","BATTERY","2018-05-10T15:48:24.000","28","1138978","1901836","2018"
"43","21861","30","236","256","10","19","45","false","0512","105XX S INDIANA AVE","JB249517","49","2018-05-03T19:00:00.000","$500 AND UNDER","005","false","06","11304487","0820","41.701729429","POINT (-87.618493138 41.701729429)",,,"RESIDENTIAL YARD (FRONT/BACK)",,,"-87.618493138","THEFT","2018-05-10T15:48:24.000","9","1179458","1834712","2018"
"14","21569","36","157","130","21","57","30","false","1024","021XX S DRAKE AVE","JB249214","29","2018-05-03T19:00:00.000","TO VEHICLE","010","false","14","11304309","1320","41.852570602","POINT (-87.71364792 41.852570602)",,,"STREET",,,"-87.71364792","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","24","1153077","1889476","2018"
"7","22216","11","674","97","25","32","26","false","1522","054XX W MADISON ST","JB248864","25","2018-05-03T19:00:00.000","$500 AND UNDER","015","false","06","11303959","0820","41.880289396","POINT (-87.761613303 41.880289396)",,,"SIDEWALK",,,"-87.761613303","THEFT","2018-05-10T15:48:24.000","28","1139942","1899486","2018"
"13","21554","6","531","237","20","59","70","false","0614","086XX S ASHLAND AVE","JB249200","71","2018-05-03T19:00:00.000","DOMESTIC BATTERY SIMPLE","006","true","08B","11304307","0486","41.736823619","POINT (-87.663089637 41.736823619)",,,"VEHICLE NON-COMMERCIAL",,,"-87.663089637","BATTERY","2018-05-10T15:48:24.000","18","1167180","1847402","2018"
"2","22257","44","319","274","13","58","64","true","0825","063XX S WESTERN AVE","JB248824","66","2018-05-03T19:00:00.000","SIMPLE","008","false","08A","11304030","0560","41.778767526","POINT (-87.683627986 41.778767526)",,,"CTA BUS STOP",,,"-87.683627986","ASSAULT","2018-05-10T15:48:24.000","15","1161459","1862643","2018"
"37","21202","43","252","249","19","25","48","false","0431","096XX S CRANDON AVE","JB248831","51","2018-05-03T19:00:00.000","DOMESTIC BATTERY SIMPLE","004","true","08B","11303980","0486","41.720384695","POINT (-87.56687656 41.720384695)",,,"RESIDENCE",,,"-87.56687656","BATTERY","2018-05-10T15:48:24.000","7","1193493","1841631","2018"
"31","21554","17","572","230","20","59","70","false","0612","076XX S MAY ST","JB248857","71","2018-05-03T19:00:00.000","DOMESTIC BATTERY SIMPLE","006","true","08B","11304076","0486","41.7551491","POINT (-87.652648124 41.7551491)",,,"RESIDENCE",,,"-87.652648124","BATTERY","2018-05-10T15:48:24.000","17","1169977","1854102","2018"
"46","4299","41","454","193","6","5","24","false","1112","038XX W DIVISION ST","JB248816","23","2018-05-03T19:00:00.000","LICENSE VIOLATION","011","false","26","11304077","5011","41.90271069","POINT (-87.721821512 41.90271069)",,,"SMALL RETAIL STORE",,,"-87.721821512","OTHER OFFENSE","2018-05-10T15:48:24.000","27","1150720","1907731","2018"
"48","14917","48","97","147","22","44","29","false","0124","005XX W 14TH ST","JB250047","28","2018-05-03T19:00:00.000","$500 AND UNDER","001","false","06","11304836","0820","41.863652341","POINT (-87.639802209 41.863652341)",,,"STREET",,,"-87.639802209","THEFT","2018-05-10T15:48:24.000","2","1173163","1893668","2018"
"3","22257","44","275","164","17","23","65","false","0714","062XX S WINCHESTER AVE","JB248852","67","2018-05-03T18:57:00.000","AGG PO HANDS NO/MIN INJURY","007","false","08B","11304045","0454","41.780508328","POINT (-87.672721197 41.780508328)",,,"RESIDENCE",,,"-87.672721197","BATTERY","2018-05-10T15:48:24.000","15","1164429","1863300","2018"
"14","21572","36","675","142","16","30","27","false","1132","005XX S PULASKI RD","JB248778","26","2018-05-03T18:45:00.000","SIMPLE","011","false","08B","11303898","0460","41.873907046","POINT (-87.725430093 41.873907046)",,,"STREET",,,"-87.725430093","BATTERY","2018-05-10T15:48:24.000","24","1149812","1897228","2018"
"5","21853","3","66","39","11","9","10","false","2431","013XX W MORSE AVE","JB248790","1","2018-05-03T18:45:00.000","AUTOMOBILE","024","false","07","11303889","0910","42.007931399","POINT (-87.664622472 42.007931399)",,,"STREET",,,"-87.664622472","MOTOR VEHICLE THEFT","2018-05-10T15:48:24.000","49","1165992","1946190","2018"
"35","21546","9","247","235","20","61","40","false","0631","081XX S DREXEL AVE","JB249905","44","2018-05-03T18:45:00.000","DOMESTIC BATTERY SIMPLE","006","true","08B","11304799","0486","41.746765368","POINT (-87.602624951 41.746765368)",,,"RESIDENCE",,,"-87.602624951","BATTERY","2018-05-10T15:48:24.000","8","1183652","1851159","2018"
"22","21861","45","524","256","10","19","45","false","0512","105XX S STATE ST","JB248796","49","2018-05-03T18:44:00.000","TO VEHICLE","005","true","14","11304010","1320","41.702657202","POINT (-87.623393566 41.702657202)",,,"STREET",,,"-87.623393566","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","9","1178117","1835039","2018"
"18","22616","37","633","36","2","15","31","false","1913","014XX W LAWRENCE AVE","JB248819","3","2018-05-03T18:44:00.000","SIMPLE","019","false","08A","11303992","0560","41.968946091","POINT (-87.664872251 41.968946091)",,,"CTA BUS",,,"-87.664872251","ASSAULT","2018-05-10T15:48:24.000","46","1166035","1931983","2018"
"9","21192","12","162","107","24","10","4","false","0224","047XX S CALUMET AVE","JB248837","38","2018-05-03T18:42:00.000","TO VEHICLE","002","false","14","11303931","1320","41.808809838","POINT (-87.618136563 41.808809838)",,,"STREET",,,"-87.618136563","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","3","1179231","1873732","2018"
"23","14920","11","16","151","21","43","30","true","1023","012XX S CALIFORNIA BLVD","JB248809","29","2018-05-03T18:37:00.000","POSS: HEROIN(WHITE)","010","false","18","11303904","2024","41.865151741","POINT (-87.695864118 41.865151741)",,,"SIDEWALK",,,"-87.695864118","NARCOTICS","2018-05-10T15:48:24.000","28","1157888","1894096","2018"
"12","21538","15","216","168","7","39","22","false","1412","031XX N BERNARD ST","JB248797","21","2018-05-03T18:35:00.000","TELEPHONE THREAT","014","false","26","11303895","2820","41.937955018","POINT (-87.713667311 41.937955018)",,,"APARTMENT",,,"-87.713667311","OTHER OFFENSE","2018-05-10T15:48:24.000","35","1152847","1920590","2018"
"13","21554","18","632","245","9","59","72","true","2221","090XX S MARSHFIELD AVE","JB248832","73","2018-05-03T18:33:00.000","UNLAWFUL POSS OF HANDGUN","022","false","15","11303984","143A","41.729782134","POINT (-87.664104361 41.729782134)",,,"STREET",,,"-87.664104361","WEAPONS VIOLATION","2018-05-10T15:48:24.000","21","1166923","1844834","2018"
"50","22618","20","139","11","1","21","15","false","1722","046XX W IRVING PARK RD","JB248844","15","2018-05-03T18:32:00.000","RETAIL THEFT","017","false","06","11303906","0860","41.95347181","POINT (-87.743552438 41.95347181)",,,"DEPARTMENT STORE",,,"-87.743552438","THEFT","2018-05-10T15:48:24.000","45","1144677","1926187","2018"
"46","21572","41","584","65","16","30","24","true","1112","007XX N CENTRAL PARK AVE","JB248890","23","2018-05-03T18:30:00.000","POSS: HEROIN(WHITE)","011","false","18","11303986","2024","41.894086051","POINT (-87.71627324 41.894086051)",,,"STREET",,,"-87.71627324","NARCOTICS","2018-05-10T15:48:24.000","27","1152253","1904599","2018"
"39","22616","37","20","4","5","15","31","false","1914","045XX N CLARENDON AVE","JB249084","3","2018-05-03T18:30:00.000","TELEPHONE THREAT","019","false","26","11304197","2820","41.96491786","POINT (-87.650000625 41.96491786)",,,"APARTMENT",,,"-87.650000625","OTHER OFFENSE","2018-05-10T15:48:24.000","46","1170091","1930547","2018"
"46","21572","41","584","65","16","30","24","true","1121","006XX N ST LOUIS AVE","JB248879","23","2018-05-03T18:30:00.000","MANU/DELIVER: HEROIN (WHITE)","011","false","18","11304000","2014","41.892802107","POINT (-87.713791753 41.892802107)",,,"RESIDENTIAL YARD (FRONT/BACK)",,,"-87.713791753","NARCOTICS","2018-05-10T15:48:24.000","27","1152932","1904136","2018"
"23","21572","11","675","100","16","30","27","false","1115","040XX W MADISON ST","JB248763","26","2018-05-03T18:25:00.000","LICENSE VIOLATION","011","false","26","11304066","5011","41.880713657","POINT (-87.726632467 41.880713657)",,,"SMALL RETAIL STORE",,,"-87.726632467","OTHER OFFENSE","2018-05-10T15:48:24.000","28","1149467","1899706","2018"
"9","14913","48","374","94","22","35","34","false","0131","0000X E 14TH PL","JB248901","33","2018-05-03T18:20:00.000","AUTOMOBILE","001","false","07","11303973","0910","41.862422995","POINT (-87.626313277 41.862422995)",,,"STREET",,,"-87.626313277","MOTOR VEHICLE THEFT","2018-05-10T15:48:24.000","2","1176841","1893250","2018"
"33","22538","32","381","212","18","24","39","true","0332","019XX E 71ST ST","JB248783","43","2018-05-03T18:20:00.000","UNLAWFUL POSS OF HANDGUN","003","false","15","11304105","143A","41.76622433","POINT (-87.57829932 41.76622433)",,,"STREET",,,"-87.57829932","WEAPONS VIOLATION","2018-05-10T15:48:24.000","5","1190228","1858307","2018"
"24","4450","46","65","57","2","50","20","false","2011","056XX N VIRGINIA AVE","JB248823","2","2018-05-03T18:15:00.000","AGGRAVATED:KNIFE/CUTTING INSTR","020","true","04A","11303981","0520","41.983839325","POINT (-87.705289027 41.983839325)",,,"RESIDENCE",,,"-87.705289027","ASSAULT","2018-05-10T15:48:24.000","40","1155004","1937327","2018"
"47","22250","47","787","259","19","26","52","false","0433","123XX S BURLEY AVE","JB249041","55","2018-05-03T18:15:00.000","FROM BUILDING","004","false","06","11304117","0890","41.670508516","POINT (-87.544050912 41.670508516)",,,"OTHER",,,"-87.544050912","THEFT","2018-05-10T15:48:24.000","10","1199891","1823513","2018"
"42","4447","33","264","254","9","33","73","false","2211","032XX W 111TH ST","JB248728","74","2018-05-03T18:05:00.000","RETAIL THEFT","022","false","06","11303809","0860","41.691557251","POINT (-87.701582846 41.691557251)",,,"SMALL RETAIL STORE",,,"-87.701582846","THEFT","2018-05-10T15:48:24.000","19","1156795","1830828","2018"
"35","22538","9","419","217","18","24","39","false","0324","074XX S STONY ISLAND AVE","JB248756","43","2018-05-03T18:03:00.000","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON","003","true","04B","11305328","0497","41.760197194","POINT (-87.58617327 41.760197194)",,,"STREET",,,"-87.58617327","BATTERY","2018-05-10T15:48:24.000","5","1188099","1856092","2018"
"28","21569","14","755","130","21","57","32","true","1013","024XX S CENTRAL PARK AVE","JB248818","30","2018-05-03T18:01:00.000","POSS: CANNABIS MORE THAN 30GMS","010","false","18","11303936","1812","41.847338408","POINT (-87.714872887 41.847338408)",,,"RESIDENCE",,,"-87.714872887","NARCOTICS","2018-05-10T15:48:24.000","22","1152757","1887567","2018"
"4","14924","53","740","119","23","37","59","false","0933","047XX S ASHLAND AVE","JB248875","61","2018-05-03T18:00:00.000","SIMPLE","009","false","08B","11304037","0460","41.807812957","POINT (-87.664954448 41.807812957)",,,"SIDEWALK",,,"-87.664954448","BATTERY","2018-05-10T15:48:24.000","20","1166470","1873266","2018"
"37","21202","43","226","238","19","25","42","false","0423","084XX S SAGINAW AVE","JB248946","46","2018-05-03T18:00:00.000","FROM BUILDING","004","true","06","11304003","0890","41.742048903","POINT (-87.560008753 41.742048903)",,,"RESIDENCE",,,"-87.560008753","THEFT","2018-05-10T15:48:24.000","7","1195297","1849542","2018"
"14","14920","29","263","159","21","43","32","false","1034","026XX W 25TH ST","JB250052","30","2018-05-03T18:00:00.000","$500 AND UNDER","010","false","06","11304992","0820","41.846497394","POINT (-87.691630454 41.846497394)",,,"STREET",,,"-87.691630454","THEFT","2018-05-10T15:48:24.000","12","1159092","1887307","2018"
"47","22250","47","586","259","19","26","52","false","0433","131XX S EXCHANGE AVE","JB249998","55","2018-05-03T18:00:00.000","NON-AGGRAVATED","004","false","02","11305036","0281","41.656895901","POINT (-87.551982327 41.656895901)",,,"ALLEY",,,"-87.551982327","CRIM SEXUAL ASSAULT","2018-05-10T15:48:24.000","10","1197769","1818533","2018"
"34","21190","51","745","149","14","16","68","false","1812","005XX W GRANT PL","JB253150","7","2018-05-03T18:00:00.000","$500 AND UNDER","018","false","06","11307144","0820","41.92282311","POINT (-87.641998534 41.92282311)",,,"STREET",,,"-87.641998534","THEFT","2018-05-10T15:48:24.000","43","1172391","1915225","2018"
"49","4299","4","286","194","6","5","24","false","2534","014XX N KOLIN AVE","JB248780","23","2018-05-03T18:00:00.000","SIMPLE","025","true","08A","11304054","0560","41.906633166","POINT (-87.735027465 41.906633166)",,,"SIDEWALK",,,"-87.735027465","ASSAULT","2018-05-10T15:48:24.000","37","1147115","1909135","2018"
"10","14913","48","368","144","22","35","38","false","0123","0000X E 8TH ST","JB249127","32","2018-05-03T18:00:00.000","$500 AND UNDER","001","false","06","11304201","0820","41.871811902","POINT (-87.627340674 41.871811902)",,,"PARKING LOT/GARAGE(NON.RESID.)",,,"-87.627340674","THEFT","2018-05-10T15:48:24.000","2","1176533","1896669","2018"
"4","14924","12","84","117","23","37","59","false","0935","054XX S UNION AVE","JB249833","61","2018-05-03T18:00:00.000","OVER $500","009","false","06","11304778","0810","41.795030458","POINT (-87.642746514 41.795030458)",,,"RESIDENTIAL YARD (FRONT/BACK)",,,"-87.642746514","THEFT","2018-05-10T15:48:24.000","3","1172562","1868656","2018"
"23","22216","11","69","137","25","32","26","false","1533","048XX W ADAMS ST","JB248975","25","2018-05-03T18:00:00.000","SIMPLE","015","false","08B","11304111","0460","41.878588005","POINT (-87.74585351 41.878588005)",,,"STREET",,,"-87.74585351","BATTERY","2018-05-10T15:48:24.000","28","1144238","1898895","2018"
"26","14917","48","97","91","22","44","29","false","0121","004XX S CLINTON ST","JB253503","28","2018-05-03T18:00:00.000","TO VEHICLE","001","false","14","11307344","1320","41.8762118","POINT (-87.641006667 41.8762118)",,,"RESIDENCE",,,"-87.641006667","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","2","1172798","1898242","2018"
"45","21572","41","584","82","16","30","24","false","1122","006XX N SPRINGFIELD AVE","JB249528","23","2018-05-03T18:00:00.000","CHILD ABUSE","011","false","20","11304680","1750","41.892310986","POINT (-87.723551439 41.892310986)",,,"RESIDENCE",,,"-87.723551439","OFFENSE INVOLVING CHILDREN","2018-05-10T15:48:24.000","27","1150276","1903938","2018"
"7","22216","52","618","85","25","32","26","false","1512","059XX W WEST END AVE","JB249976","25","2018-05-03T18:00:00.000","TELEPHONE THREAT","015","true","26","11304841","2820","41.884057766","POINT (-87.773977477 41.884057766)",,,"OTHER",,,"-87.773977477","OTHER OFFENSE","2018-05-10T15:48:24.000","29","1136566","1900837","2018"
"26","14917","48","97","91","22","44","29","false","0121","004XX S JEFFERSON ST","JB249206","28","2018-05-03T18:00:00.000","TO VEHICLE","001","false","14","11304297","1320","41.87628108","POINT (-87.642485683 41.87628108)",,,"STREET",,,"-87.642485683","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","2","1172395","1898264","2018"
"9","21194","12","190","169","24","40","1","false","0211","032XX S PRAIRIE AVE","JB250881","35","2018-05-03T18:00:00.000","FORCIBLE ENTRY","002","false","05","11305527","0610","41.83560948","POINT (-87.620641796 41.83560948)",,,"RESIDENCE",,,"-87.620641796","BURGLARY","2018-05-10T15:48:24.000","3","1178467","1883492","2018"
"37","21202","43","244","238","19","25","42","false","0423","082XX S MANISTEE AVE","JB248754","46","2018-05-03T18:00:00.000","UNLAWFUL ENTRY","004","false","05","11303885","0620","41.745641684","POINT (-87.55763874 41.745641684)",,,"RESIDENCE",,,"-87.55763874","BURGLARY","2018-05-10T15:48:24.000","7","1195932","1850857","2018"
"43","21861","31","567","250","10","19","45","false","0511","096XX S CALUMET AVE","JB252443","49","2018-05-03T18:00:00.000","AUTOMOBILE","005","false","07","11306559","0910","41.719594238","POINT (-87.615295242 41.719594238)",,,"STREET",,,"-87.615295242","MOTOR VEHICLE THEFT","2018-05-10T15:48:24.000","6","1180277","1841229","2018"
"37","21202","43","252","249","19","25","48","false","0431","021XX E 100TH ST","JB248884","51","2018-05-03T18:00:00.000","TO VEHICLE","004","false","14","11303960","1320","41.713433323","POINT (-87.571412846 41.713433323)",,,"STREET",,,"-87.571412846","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","7","1192277","1839087","2018"
"39","22616","37","241","6","5","15","31","false","1913","011XX W WILSON AVE","JB248715","3","2018-05-03T17:55:00.000","$500 AND UNDER","019","false","06","11303870","0820","41.965380762","POINT (-87.659136658 41.965380762)",,,"SIDEWALK",,,"-87.659136658","THEFT","2018-05-10T15:48:24.000","46","1167605","1930696","2018"
"13","21861","18","568","250","10","19","45","false","0511","098XX S HARVARD AVE","JB248743","49","2018-05-03T17:50:00.000","SIMPLE","005","false","08A","11303998","0560","41.715916616","POINT (-87.632144422 41.715916616)",,,"RESIDENCE",,,"-87.632144422","ASSAULT","2018-05-10T15:48:24.000","21","1175688","1839851","2018"
"23","21572","36","716","143","16","30","27","false","1131","044XX W CONGRESS PKWY","JB248732","26","2018-05-03T17:50:00.000","DOMESTIC BATTERY SIMPLE","011","true","08B","11303902","0486","41.874221166","POINT (-87.736133965 41.874221166)",,,"RESIDENCE",,,"-87.736133965","BATTERY","2018-05-10T15:48:24.000","24","1146896","1897322","2018"
"23","22216","11","696","81","25","32","26","true","1532","048XX W LAKE ST","JB248725","25","2018-05-03T17:45:00.000","TO STATE SUP LAND","015","false","26","11303854","1350","41.886668404","POINT (-87.746113681 41.886668404)",,,"CTA STATION",,,"-87.746113681","CRIMINAL TRESPASS","2018-05-10T15:48:24.000","28","1144147","1901839","2018"
"23","22216","11","696","81","25","32","26","true","1532","048XX W LAKE ST","JB248736","25","2018-05-03T17:45:00.000","TO STATE SUP LAND","015","false","26","11303852","1350","41.886668404","POINT (-87.746113681 41.886668404)",,,"CTA STATION",,,"-87.746113681","CRIMINAL TRESPASS","2018-05-10T15:48:24.000","28","1144147","1901839","2018"
"23","22216","11","696","81","25","32","26","true","1532","048XX W LAKE ST","JB248744","25","2018-05-03T17:45:00.000","TO STATE SUP LAND","015","false","26","11303851","1350","41.886668404","POINT (-87.746113681 41.886668404)",,,"CTA STATION",,,"-87.746113681","CRIMINAL TRESPASS","2018-05-10T15:48:24.000","28","1144147","1901839","2018"
"36","14309","22","580","87","22","42","38","false","0111","003XX N MICHIGAN AVE","JB248694","32","2018-05-03T17:45:00.000","RETAIL THEFT","001","false","06","11303797","0860","41.887521986","POINT (-87.624552898 41.887521986)",,,"SMALL RETAIL STORE",,,"-87.624552898","THEFT","2018-05-10T15:48:24.000","42","1177245","1902400","2018"
"10","4301","1","220","104","24","36","2","false","0214","040XX S LAKE PARK AVE","JB248850","36","2018-05-03T17:45:00.000","SIMPLE","002","false","08A","11304017","0560","41.821706736","POINT (-87.601824896 41.821706736)",,,"SIDEWALK",,,"-87.601824896","ASSAULT","2018-05-10T15:48:24.000","4","1183638","1878469","2018"
"19","22618","25","260","15","12","21","15","false","1624","055XX W BERTEAU AVE","JB248771","15","2018-05-03T17:45:00.000","DOMESTIC BATTERY SIMPLE","016","true","08B","11303912","0486","41.95685145","POINT (-87.765628074 41.95685145)",,,"APARTMENT",,,"-87.765628074","BATTERY","2018-05-10T15:48:24.000","38","1138664","1927378","2018"
"22","21861","45","60","218","10","19","50","false","0523","120XX S WALLACE ST","JB248700","53","2018-05-03T17:40:00.000","TO PROPERTY","005","false","14","11303927","1310","41.675250511","POINT (-87.637007774 41.675250511)",,,"RESIDENCE",,,"-87.637007774","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","34","1174480","1825022","2018"
"22","22212","45","662","220","10","13","50","true","0524","122XX S GREEN ST","JB248739","53","2018-05-03T17:37:00.000","TO PROPERTY","005","false","14","11303996","1310","41.671493473","POINT (-87.642915577 41.671493473)",,,"RESIDENCE",,,"-87.642915577","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","34","1172877","1823640","2018"
"1","22248","29","641","110","23","56","55","false","0921","041XX S ROCKWELL ST","JB249824","58","2018-05-03T17:35:00.000","$500 AND UNDER","009","false","06","11304781","0820","41.818181671","POINT (-87.689605696 41.818181671)",,,"APARTMENT",,,"-87.689605696","THEFT","2018-05-10T15:48:24.000","12","1159721","1876993","2018"
"25","4449","38","684","30","5","22","57","false","1934","028XX N BROADWAY","JB248847","6","2018-05-03T17:30:00.000","SIMPLE","019","false","08B","11304100","0460","41.93374417","POINT (-87.644581852 41.93374417)",,,"SIDEWALK",,,"-87.644581852","BATTERY","2018-05-10T15:48:24.000","44","1171656","1919199","2018"
,,,,,,,,"false","1833","009XX N LAKE SHORE DR","JB254141","8","2018-05-03T17:30:00.000","FINANCIAL IDENTITY THEFT OVER $ 300","018","false","11","11307929","1153",,,,,,,,,"DECEPTIVE PRACTICE","2018-05-10T15:48:24.000","42",,,"2018"
"36","14309","22","92","79","22","42","38","false","0122","001XX W LOWER WACKER DR","JB249594","32","2018-05-03T17:25:00.000","OTHER CRIME AGAINST PERSON","001","false","26","11304614","5000","41.886929974","POINT (-87.631375562 41.886929974)",,,"TAXICAB",,,"-87.631375562","OTHER OFFENSE","2018-05-10T15:48:24.000","42","1175389","1902169","2018"
"1","22248","29","641","110","23","56","55","true","0921","041XX S ROCKWELL ST","JB248682","58","2018-05-03T17:23:00.000","$500 AND UNDER","009","true","06","11303934","0820","41.818181671","POINT (-87.689605696 41.818181671)",,,"APARTMENT",,,"-87.689605696","THEFT","2018-05-10T15:48:24.000","12","1159721","1876993","2018"
"45","22216","4","673","67","25","32","26","false","1524","007XX N LOCKWOOD AVE","JB248686","25","2018-05-03T17:20:00.000","TO VEHICLE","015","false","14","11303801","1320","41.894429096","POINT (-87.758034674 41.894429096)",,,"STREET",,,"-87.758034674","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","28","1140882","1904645","2018"
"2","22257","19","384","266","17","23","65","false","0713","055XX S BISHOP ST","JB248673","67","2018-05-03T17:17:00.000","VIOLATE ORDER OF PROTECTION","007","true","26","11303816","4387","41.793288651","POINT (-87.660924836 41.793288651)",,,"APARTMENT",,,"-87.660924836","OTHER OFFENSE","2018-05-10T15:48:24.000","16","1167610","1867982","2018"
"36","4452","22","784","76","15","45","29","false","1214","002XX N JEFFERSON ST","JB249837","28","2018-05-03T17:15:00.000","UNLAWFUL ENTRY","012","false","05","11304779","0620","41.886071591","POINT (-87.642784181 41.886071591)",,,"OTHER",,,"-87.642784181","BURGLARY","2018-05-10T15:48:24.000","42","1172285","1901831","2018"
"34","21190","51","769","173","5","16","68","false","1812","009XX W FULLERTON AVE","JB248745","7","2018-05-03T17:15:00.000","POCKET-PICKING","018","false","06","11303903","0870","41.925398449","POINT (-87.652311296 41.925398449)",,,"CTA TRAIN",,,"-87.652311296","THEFT","2018-05-10T15:48:24.000","43","1169577","1916141","2018"
"36","21182","22","626","74","14","6","37","false","1834","0000X E OHIO ST","JB249628","8","2018-05-03T17:08:00.000","$500 AND UNDER","018","false","06","11304612","0820","41.892507682","POINT (-87.626238686 41.892507682)",,,"PARKING LOT/GARAGE(NON.RESID.)",,,"-87.626238686","THEFT","2018-05-10T15:48:24.000","42","1176771","1904213","2018"
"31","21554","17","1","228","20","59","40","true","0623","079XX S PERRY AVE","JB248693","44","2018-05-03T17:04:00.000","UNLAWFUL POSS OF HANDGUN","006","false","15","11303842","143A","41.750397701","POINT (-87.627019868 41.750397701)",,,"SIDEWALK",,,"-87.627019868","WEAPONS VIOLATION","2018-05-10T15:48:24.000","17","1176984","1852427","2018"
"10","14913","48","92","144","22","35","38","false","0123","005XX S DEARBORN ST","JB248835","32","2018-05-03T17:00:00.000","FROM BUILDING","001","false","06","11303908","0890","41.875355342","POINT (-87.629229381 41.875355342)",,,"RESTAURANT",,,"-87.629229381","THEFT","2018-05-10T15:48:24.000","2","1176008","1897956","2018"
"23","21572","11","717","100","16","30","27","true","1115","042XX W ADAMS ST","JB248668","26","2018-05-03T17:00:00.000","TO LAND","011","false","26","11303886","1330","41.877900503","POINT (-87.73179249 41.877900503)",,,"SCHOOL, PUBLIC, GROUNDS",,,"-87.73179249","CRIMINAL TRESPASS","2018-05-10T15:48:24.000","28","1148069","1898671","2018"
"25","21186","38","691","12","5","53","57","false","1923","011XX W GRACE ST","JB249746","6","2018-05-03T17:00:00.000","TO VEHICLE","019","false","14","11304681","1320","41.951059954","POINT (-87.65840899 41.951059954)",,,"STREET",,,"-87.65840899","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","44","1167844","1925479","2018"
"21","21538","15","215","175","6","39","22","false","2523","030XX N MONTICELLO AVE","JB249848","21","2018-05-03T17:00:00.000","TO VEHICLE","025","false","14","11304767","1320","41.936592436","POINT (-87.71850254 41.936592436)",,,"STREET",,,"-87.71850254","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","35","1151535","1920084","2018"
,,,,,,,,"false","1925","033XX N HALSTED ST","JB256353","6","2018-05-03T17:00:00.000","$500 AND UNDER","019","false","06","11309670","0820",,,,,"STREET",,,,"THEFT","2018-05-10T15:48:24.000","44",,,"2018"
"44","22615","7","285","194","6","2","24","false","2534","043XX W WABANSIA AVE","JB250193","23","2018-05-03T17:00:00.000","$500 AND UNDER","025","false","06","11305073","0820","41.911590641","POINT (-87.735293452 41.911590641)",,,"VEHICLE NON-COMMERCIAL",,,"-87.735293452","THEFT","2018-05-10T15:48:24.000","31","1147030","1910941","2018"
"46","14926","41","108","199","14","54","37","false","1822","011XX N HOWE ST","JB249894","8","2018-05-03T17:00:00.000","FORCIBLE ENTRY","018","false","05","11304811","0610","41.903013579","POINT (-87.644456722 41.903013579)",,,"APARTMENT",,,"-87.644456722","BURGLARY","2018-05-10T15:48:24.000","27","1171780","1908001","2018"
,,,,,,,,"false","0213","042XX S DR MARTIN LUTHER KING JR DR","JB255574","38","2018-05-03T17:00:00.000","$500 AND UNDER","002","false","06","11308947","0820",,,,,"RESIDENCE PORCH/HALLWAY",,,,"THEFT","2018-05-10T15:48:24.000","3",,,"2018"
