":@computed_region_43wa_7qmu",":@computed_region_6mkv_f3dw",":@computed_region_awaf_s7ux",":@computed_region_bdys_3d7i",":@computed_region_d3ds_rm58",":@computed_region_d9mm_jgwp",":@computed_region_rpca_8um6",":@computed_region_vrxf_vc4k","arrest","beat","block","case_number","community_area","date","description","district","domestic","fbi_code","id","iucr","latitude","location","location_address","location_city","location_description","location_state","location_zip","longitude","primary_type","updated_on","ward","x_coordinate","y_coordinate","year"
"46","21572","41","584","65","16","30","24","false","1121","007XX N TRUMBULL AVE","JB247661","23","2018-05-02T21:55:00.000","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","011","true","04B","11303117","0496","41.894198074","POINT (-87.712617625 41.894198074)",,,"APARTMENT",,,"-87.712617625","BATTERY","2018-05-09T15:51:40.000","27","1153248","1904647","2018"
"13","21554","18","608","243","9","59","70","true","2223","088XX S EMERALD AVE","JB247640","71","2018-05-02T21:45:00.000","POSS: SYNTHETIC DRUGS","022","false","18","11303090","2028","41.733698397","POINT (-87.642334083 41.733698397)",,,"STREET",,,"-87.642334083","NARCOTICS","2018-05-09T15:51:40.000","21","1172854","1846308","2018"
"21","22618","7","328","25","1","21","16","false","1731","033XX N KILDARE AVE","JB247842","16","2018-05-02T21:45:00.000","OVER $500","017","false","06","11303321","0810","41.941043732","POINT (-87.734632376 41.941043732)",,,"STREET",,,"-87.734632376","THEFT","2018-05-09T15:51:40.000","31","1147135","1921675","2018"
"26","14920","8","4","121","15","43","33","true","1234","022XX W 18TH PL","JB247642","31","2018-05-02T21:40:00.000","POSS: CANNABIS 30GMS OR LESS","012","false","18","11303086","1811","41.856685049","POINT (-87.682050738 41.856685049)",,,"STREET",,,"-87.682050738","NARCOTICS","2018-05-09T15:51:40.000","25","1161674","1891039","2018"
"21","22535","27","71","175","6","39","22","true","2524","039XX W DIVERSEY AVE","JB247638","22","2018-05-02T21:36:00.000","OTHER WEAPONS VIOLATION","025","false","26","11303080","5007","41.931810379","POINT (-87.725413478 41.931810379)",,,"STREET",,,"-87.725413478","OTHER OFFENSE","2018-05-09T15:51:40.000","30","1149667","1918328","2018"
"32","21546","31","514","211","18","60","67","false","0323","0000X E 71ST ST","JB247621","69","2018-05-02T21:35:00.000","RETAIL THEFT","003","false","06","11303190","0860","41.765558228","POINT (-87.622733535 41.765558228)",,,"SMALL RETAIL STORE",,,"-87.622733535","THEFT","2018-05-09T15:51:40.000","6","1178108","1857961","2018"
"13","21554","18","487","229","20","59","70","false","0621","080XX S GREEN ST","JB247612","71","2018-05-02T21:35:00.000","TO PROPERTY","006","false","14","11303147","1310","41.747843139","POINT (-87.645172686 41.747843139)",,,"RESIDENCE",,,"-87.645172686","CRIMINAL DAMAGE","2018-05-09T15:51:40.000","21","1172038","1851456","2018"
"50","21869","20","780","58","12","48","11","true","1623","056XX W GOODMAN ST","JB247644","11","2018-05-02T21:33:00.000","DOMESTIC BATTERY SIMPLE","016","false","08B","11303135","0486","41.971315256","POINT (-87.767106652 41.971315256)",,,"APARTMENT",,,"-87.767106652","BATTERY","2018-05-09T15:51:40.000","45","1138227","1932646","2018"
"46","14926","51","290","198","14","54","37","false","1821","014XX N WELLS ST","JB250845","8","2018-05-02T21:30:00.000","FROM BUILDING","018","false","06","11305506","0890","41.908176407","POINT (-87.634618163 41.908176407)",,,"RESTAURANT",,,"-87.634618163","THEFT","2018-05-09T15:51:40.000","43","1174443","1909904","2018"
"32","21559","17","512","215","17","11","66","true","0733","072XX S MAY ST","JB247643","68","2018-05-02T21:30:00.000","DOMESTIC BATTERY SIMPLE","007","true","08B","11303114","0486","41.762411609","POINT (-87.652831613 41.762411609)",,,"RESIDENCE",,,"-87.652831613","BATTERY","2018-05-09T15:51:40.000","17","1169906","1856748","2018"
"2","21867","44","183","276","13","58","64","false","0823","060XX S RICHMOND ST","JB247698","66","2018-05-02T21:30:00.000","ARMED:KNIFE/CUTTING INSTRUMENT","008","false","03","11303145","0312","41.78381054","POINT (-87.697180135 41.78381054)",,,"SIDEWALK",,,"-87.697180135","ROBBERY","2018-05-09T15:51:40.000","15","1157749","1864453","2018"
"14","21569","36","761","155","21","57","30","true","1011","012XX S KEELER AVE","JB247602","29","2018-05-02T21:29:00.000","POSS: HEROIN(WHITE)","010","false","18","11303027","2024","41.86556965","POINT (-87.730046763 41.86556965)",,,"VEHICLE NON-COMMERCIAL",,,"-87.730046763","NARCOTICS","2018-05-09T15:51:40.000","24","1148576","1894181","2018"
"2","21867","44","319","274","13","58","64","false","0825","063XX S CAMPBELL AVE","JB247600","66","2018-05-02T21:25:00.000","TO PROPERTY","008","false","14","11303051","1310","41.778248863","POINT (-87.686060296 41.778248863)",,,"ALLEY",,,"-87.686060296","CRIMINAL DAMAGE","2018-05-09T15:51:40.000","15","1160797","1862449","2018"
"8","22248","49","778","120","23","56","61","true","0824","027XX W 55TH ST","JB247596","63","2018-05-02T21:20:00.000","CRIMINAL DEFACEMENT","008","false","14","11303012","1305","41.793703259","POINT (-87.693147462 41.793703259)",,,"MEDICAL/DENTAL OFFICE",,,"-87.693147462","CRIMINAL DAMAGE","2018-05-09T15:51:40.000","16","1158822","1868066","2018"
"23","22216","11","674","97","25","32","26","true","1522","052XX W MADISON ST","JB247639","25","2018-05-02T21:20:00.000","RECKLESS CONDUCT","015","false","24","11303082","0470","41.880352534","POINT (-87.756677421 41.880352534)",,,"ALLEY",,,"-87.756677421","PUBLIC PEACE VIOLATION","2018-05-09T15:51:40.000","28","1141286","1899518","2018"
"11","22620","16","209","191","7","49","23","false","1433","015XX W CORTLAND ST","JB247598","22","2018-05-02T21:19:00.000","$500 AND UNDER","014","false","06","11303017","0820","41.916559959","POINT (-87.665977692 41.916559959)",,,"STREET",,,"-87.665977692","THEFT","2018-05-09T15:51:40.000","32","1165883","1912891","2018"
"10","4301","1","398","114","24","36","5","false","0221","044XX S DREXEL BLVD","JB247590","39","2018-05-02T21:16:00.000","DOMESTIC BATTERY SIMPLE","002","true","08B","11303077","0486","41.814432082","POINT (-87.60447918 41.814432082)",,,"APARTMENT",,,"-87.60447918","BATTERY","2018-05-09T15:51:40.000","4","1182937","1875812","2018"
"7","4454","39","598","196","6","3","26","false","2513","016XX N NEVA AVE","JB249606","25","2018-05-02T21:15:00.000","STRONGARM - NO WEAPON","025","false","03","11304560","0320","41.909350871","POINT (-87.803955158 41.909350871)",,,"SIDEWALK",,,"-87.803955158","ROBBERY","2018-05-09T15:51:40.000","36","1128346","1910002","2018"
"46","4452","41","786","95","15","45","29","true","1232","001XX S HALSTED ST","JB247592","28","2018-05-02T21:15:00.000","RETAIL THEFT","012","false","06","11303048","0860","41.880108035","POINT (-87.647309981 41.880108035)",,,"DRUG STORE",,,"-87.647309981","THEFT","2018-05-09T15:51:40.000","27","1171070","1899648","2018"
"36","21182","22","534","74","14","6","37","false","1834","004XX E ILLINOIS ST","JB250208","8","2018-05-02T21:12:00.000","RETAIL THEFT","018","false","06","11304980","0860","41.891062111","POINT (-87.617043461 41.891062111)",,,"DEPARTMENT STORE",,,"-87.617043461","THEFT","2018-05-09T15:51:40.000","42","1179279","1903707","2018"
"49","4299","10","455","190","7","5","24","true","1422","032XX W POTOMAC AVE","JB247616","23","2018-05-02T21:07:00.000","OTHER VEHICLE OFFENSE","014","false","26","11303047","5002","41.904658968","POINT (-87.707535042 41.904658968)",,,"STREET",,,"-87.707535042","OTHER OFFENSE","2018-05-09T15:51:40.000","26","1154604","1908469","2018"
"32","21546","31","141","241","20","61","40","true","0632","085XX S COTTAGE GROVE AVE","JB247605","44","2018-05-02T21:03:00.000","SIMPLE","006","false","08A","11303078","0560","41.739727015","POINT (-87.604910522 41.739727015)",,,"DEPARTMENT STORE",,,"-87.604910522","ASSAULT","2018-05-09T15:51:40.000","6","1183050","1848589","2018"
"41","21560","24","302","62","7","4","25","false","1423","024XX W HIRSCH ST","JB247845","24","2018-05-02T21:00:00.000","TO VEHICLE","014","false","14","11303260","1320","41.906660962","POINT (-87.687964512 41.906660962)",,,"STREET",,,"-87.687964512","CRIMINAL DAMAGE","2018-05-09T15:51:40.000","26","1159926","1909238","2018"
"41","21560","24","518","60","15","4","25","false","1213","011XX N HERMITAGE AVE","JB248643","24","2018-05-02T21:00:00.000","TO PROPERTY","012","false","14","11303942","1310","41.902514714","POINT (-87.671145473 41.902514714)",,,"APARTMENT",,,"-87.671145473","CRIMINAL DAMAGE","2018-05-09T15:51:40.000","1","1164516","1907762","2018"
"14","21572","36","98","141","16","30","30","false","1133","011XX S CENTRAL PARK AVE","JB247831","29","2018-05-02T21:00:00.000","AUTOMOBILE","011","false","07","11303244","0910","41.867574969","POINT (-87.71545621 41.867574969)",,,"STREET",,,"-87.71545621","MOTOR VEHICLE THEFT","2018-05-09T15:51:40.000","24","1152545","1894940","2018"
"46","14917","41","63","76","15","44","29","false","1214","003XX N PEORIA ST","JB247563","28","2018-05-02T21:00:00.000","$500 AND UNDER","012","false","06","11303726","0820","41.887123742","POINT (-87.64984974 41.887123742)",,,"STREET",,,"-87.64984974","THEFT","2018-05-09T15:51:40.000","27","1170358","1902199","2018"
"33","21192","1","405","122","24","10","8","false","0234","051XX S CORNELL AVE","JB254127","41","2018-05-02T21:00:00.000","TELEPHONE THREAT","002","false","26","11307759","2820","41.802065973","POINT (-87.586471932 41.802065973)",,,"OTHER",,,"-87.586471932","OTHER OFFENSE","2018-05-10T15:46:13.000","4","1187885","1871348","2018"
"32","21559","17","512","215","17","11","66","false","0733","071XX S PEORIA ST","JB248620","68","2018-05-02T21:00:00.000","AUTOMOBILE","007","false","07","11303806","0910","41.764469748","POINT (-87.646820459 41.764469748)",,,"STREET",,,"-87.646820459","MOTOR VEHICLE THEFT","2018-05-09T15:51:40.000","17","1171540","1857511","2018"
,,,,,,,,"false","0223","050XX S CHAMPLAIN AVE","JB255998","38","2018-05-02T21:00:00.000","FORCIBLE ENTRY","002","false","05","11309402","0610",,,,,"APARTMENT",,,,"BURGLARY","2018-05-09T15:51:40.000","4",,,"2018"
"1","14924","26","721","165","23","37","56","false","0912","016XX W PERSHING RD","JB247681","59","2018-05-02T20:57:00.000","DOMESTIC BATTERY SIMPLE","009","true","08B","11303140","0486","41.823146088","POINT (-87.666519357 41.823146088)",,,"APARTMENT",,,"-87.666519357","BATTERY","2018-05-09T15:51:40.000","11","1166000","1878850","2018"
"13","21554","18","533","244","9","59","70","true","2222","087XX S SANGAMON ST","JB247582","71","2018-05-02T20:54:00.000","UNLAWFUL POSS OF HANDGUN","022","false","15","11303063","143A","41.735138542","POINT (-87.647268465 41.735138542)",,,"STREET",,,"-87.647268465","WEAPONS VIOLATION","2018-05-09T15:51:40.000","21","1171503","1846822","2018"
"10","4301","1","221","101","24","36","2","false","0212","036XX S LAKE PARK AVE","JB247531","36","2018-05-02T20:52:00.000","SIMPLE","002","false","08A","11302991","0560","41.829389915","POINT (-87.606892634 41.829389915)",,,"APARTMENT",,,"-87.606892634","ASSAULT","2018-05-09T15:51:40.000","4","1182233","1881257","2018"
"23","21184","11","737","123","16","28","28","false","1124","032XX W FIFTH AVE","JB247603","27","2018-05-02T20:50:00.000","DOMESTIC BATTERY SIMPLE","011","true","08B","11303068","0486","41.878449962","POINT (-87.705752856 41.878449962)",,,"STREET",,,"-87.705752856","BATTERY","2018-05-09T15:51:40.000","28","1155159","1898922","2018"
"26","14920","8","4","121","15","43","33","true","1234","023XX W 21ST ST","JB247561","31","2018-05-02T20:50:00.000","DOMESTIC BATTERY SIMPLE","012","true","08B","11303034","0486","41.853886831","POINT (-87.684153011 41.853886831)",,,"APARTMENT",,,"-87.684153011","BATTERY","2018-05-09T15:51:40.000","25","1161109","1890015","2018"
"9","14924","12","353","102","24","37","1","true","0213","037XX S FEDERAL ST","JB247629","35","2018-05-02T20:50:00.000","POSS: HEROIN(WHITE)","002","false","18","11303110","2024","41.826668484","POINT (-87.629066003 41.826668484)",,,"STREET",,,"-87.629066003","NARCOTICS","2018-05-09T15:51:40.000","3","1176198","1880215","2018"
"2","21559","19","22","261","17","11","66","false","0712","059XX S SANGAMON ST","JB247560","68","2018-05-02T20:49:00.000","AGGRAVATED: HANDGUN","007","false","04B","11303158","041A","41.786517079","POINT (-87.648605673 41.786517079)",,,"STREET",,,"-87.648605673","BATTERY","2018-05-09T15:51:40.000","16","1170989","1865541","2018"
"13","21861","18","568","250","10","19","45","true","0511","0000X W 95TH ST","JB247586","49","2018-05-02T20:49:00.000","TO VEHICLE","005","false","26","11303039","1360","41.721623049","POINT (-87.624701342 41.721623049)",,,"CTA BUS",,,"-87.624701342","CRIMINAL TRESPASS","2018-05-09T15:51:40.000","21","1177703","1841947","2018"
"23","22216","11","674","84","25","32","26","true","1523","053XX W WASHINGTON BLVD","JB247575","25","2018-05-02T20:49:00.000","POSS: BARBITUATES","015","false","18","11303046","2021","41.882333037","POINT (-87.758150537 41.882333037)",,,"STREET",,,"-87.758150537","NARCOTICS","2018-05-09T15:51:40.000","28","1140880","1900237","2018"
"31","21554","18","574","231","20","59","70","false","0611","079XX S PAULINA ST","JB248903","71","2018-05-02T20:45:00.000","ILLEGAL USE CASH CARD","006","false","11","11303971","1152","41.749869687","POINT (-87.665852691 41.749869687)",,,"STREET",,,"-87.665852691","DECEPTIVE PRACTICE","2018-05-09T15:51:40.000","21","1166389","1852150","2018"
"31","21554","18","574","231","20","59","70","false","0611","079XX S PAULINA ST","JB248877","71","2018-05-02T20:45:00.000","POCKET-PICKING","006","false","06","11303961","0870","41.749869687","POINT (-87.665852691 41.749869687)",,,"STREET",,,"-87.665852691","THEFT","2018-05-09T15:51:40.000","21","1166389","1852150","2018"
"12","21849","28","117","9","1","20","14","false","1723","038XX W LELAND AVE","JB247618","14","2018-05-02T20:45:00.000","$500 AND UNDER","017","false","06","11303165","0820","41.966453018","POINT (-87.72483052 41.966453018)",,,"APARTMENT",,,"-87.72483052","THEFT","2018-05-09T15:51:40.000","39","1149736","1930953","2018"
"14","21569","36","772","153","21","57","30","true","1021","015XX S CENTRAL PARK AVE","JB247558","29","2018-05-02T20:44:00.000","POSS: CRACK","010","false","18","11303003","2027","41.859823972","POINT (-87.715229815 41.859823972)",,,"ALLEY",,,"-87.715229815","NARCOTICS","2018-05-09T15:51:40.000","24","1152627","1892116","2018"
"39","21186","37","726","18","5","53","57","false","1925","006XX W WAVELAND AVE","JB247550","6","2018-05-02T20:38:00.000","DOMESTIC BATTERY SIMPLE","019","true","08B","11303092","0486","41.950135452","POINT (-87.645511933 41.950135452)",,,"APARTMENT",,,"-87.645511933","BATTERY","2018-05-09T15:51:40.000","46","1171355","1925170","2018"
"30","21867","6","333","208","13","58","64","false","0831","071XX S WASHTENAW AVE","JB247566","66","2018-05-02T20:35:00.000","DOMESTIC BATTERY SIMPLE","008","true","08B","11302973","0486","41.763712885","POINT (-87.690560964 41.763712885)",,,"STREET",,,"-87.690560964","BATTERY","2018-05-09T15:51:40.000","18","1159609","1857143","2018"
"7","4299","52","565","154","6","5","26","false","2531","013XX N MASSASOIT AVE","JB247525","25","2018-05-02T20:30:00.000","AUTOMOBILE","025","false","07","11302964","0910","41.904482628","POINT (-87.769376345 41.904482628)",,,"STREET",,,"-87.769376345","MOTOR VEHICLE THEFT","2018-05-09T15:51:40.000","29","1137770","1908288","2018"
,"22268",,"605",,,,,"false","0814","047XX S LARAMIE AVE","JB247970","56","2018-05-02T20:30:00.000","$500 AND UNDER","008","false","06","11303361","0820","41.806814664","POINT (-87.752917528 41.806814664)",,,"STREET",,,"-87.752917528","THEFT","2018-05-09T15:51:40.000","23","1142491","1872728","2018"
"22","21861","45","525","258","9","19","45","false","2233","108XX S EGGLESTON AVE","JB250706","49","2018-05-02T20:30:00.000","TO VEHICLE","022","false","14","11305373","1320","41.697464683","POINT (-87.634095174 41.697464683)",,,"DRIVEWAY - RESIDENTIAL",,,"-87.634095174","CRIMINAL DAMAGE","2018-05-09T15:51:40.000","34","1175210","1833123","2018"
"32","21559","17","494","210","17","11","67","false","0731","073XX S YALE AVE","JB247859","69","2018-05-02T20:30:00.000","$500 AND UNDER","007","false","06","11303265","0820","41.760967834","POINT (-87.630899126 41.760967834)",,,"STREET",,,"-87.630899126","THEFT","2018-05-09T15:51:40.000","17","1175894","1856270","2018"
"13","21554","18","632","245","9","59","72","true","2221","089XX S ASHLAND AVE","JB247544","73","2018-05-02T20:26:00.000","TO LAND","022","false","26","11302974","1330","41.731144695","POINT (-87.66292886 41.731144695)",,,"SMALL RETAIL STORE",,,"-87.66292886","CRIMINAL TRESPASS","2018-05-09T15:51:40.000","21","1167240","1845333","2018"
"37","21202","43","252","249","19","25","48","true","0413","019XX E 95TH ST","JB247572","51","2018-05-02T20:25:00.000","MANU/DEL:CANNABIS 10GM OR LESS","004","false","18","11303089","1821","41.722449072","POINT (-87.576914538 41.722449072)",,,"PARKING LOT/GARAGE(NON.RESID.)",,,"-87.576914538","NARCOTICS","2018-05-09T15:51:40.000","8","1190746","1842359","2018"
"40","21190","16","209","180","7","16","23","false","1432","021XX N ASHLAND AVE","JB247552","22","2018-05-02T20:25:00.000","FROM BUILDING","014","false","06","11303004","0890","41.920394271","POINT (-87.66845103 41.920394271)",,,"GROCERY FOOD STORE",,,"-87.66845103","THEFT","2018-05-09T15:51:40.000","32","1165199","1914283","2018"
"46","4299","41","150","65","16","5","24","true","1121","008XX N HOMAN AVE","JB247535","23","2018-05-02T20:25:00.000","MANU/DEL:CANNABIS OVER 10 GMS","011","false","18","11302977","1822","41.895934355","POINT (-87.711451163 41.895934355)",,,"SIDEWALK",,,"-87.711451163","NARCOTICS","2018-05-09T15:51:40.000","27","1153561","1905282","2018"
"23","21572","11","619","100","16","30","27","true","1115","0000X N KEELER AVE","JB247647","26","2018-05-02T20:23:00.000","OTHER VIOLATION","011","false","26","11303111","2890","41.881077514","POINT (-87.730587604 41.881077514)",,,"STREET",,,"-87.730587604","PUBLIC PEACE VIOLATION","2018-05-09T15:51:40.000","28","1148389","1899831","2018"
"1","21569","29","203","151","21","57","32","false","1033","028XX W CERMAK RD","JB247610","30","2018-05-02T20:20:00.000","$500 AND UNDER","010","true","06","11303057","0820","41.851875905","POINT (-87.69750819 41.851875905)",,,"RESIDENCE",,,"-87.69750819","THEFT","2018-05-09T15:51:40.000","12","1157476","1889255","2018"
"32","21554","17","556","229","20","59","70","false","0621","006XX W 77TH ST","JB247504","71","2018-05-02T20:15:00.000","ARMED: HANDGUN","006","false","03","11303015","031A","41.754311332","POINT (-87.641039214 41.754311332)",,,"STREET",,,"-87.641039214","ROBBERY","2018-05-09T15:51:40.000","17","1173147","1853822","2018"
"2","21867","44","319","274","13","58","64","false","0825","063XX S ARTESIAN AVE","JB247568","66","2018-05-02T20:15:00.000","TO RESIDENCE","008","false","26","11303005","1365","41.778321538","POINT (-87.684835027 41.778321538)",,,"RESIDENCE",,,"-87.684835027","CRIMINAL TRESPASS","2018-05-09T15:51:40.000","15","1161131","1862478","2018"
"13","21861","18","187","242","20","59","45","true","0634","001XX W 95TH ST","JB247534","49","2018-05-02T20:10:00.000","MANU/DEL:CANNABIS OVER 10 GMS","006","false","18","11302978","1822","41.721670345","POINT (-87.627927971 41.721670345)",,,"SIDEWALK",,,"-87.627927971","NARCOTICS","2018-05-09T15:51:40.000","21","1176822","1841957","2018"
"23","21572","11","704","86","16","30","28","false","1123","034XX W MADISON ST","JB247269","27","2018-05-02T20:10:00.000","VIOLATE ORDER OF PROTECTION","011","true","26","11303074","4387","41.880910746","POINT (-87.711659284 41.880910746)",,,"STREET",,,"-87.711659284","OTHER OFFENSE","2018-05-09T15:51:40.000","28","1153544","1899807","2018"
"45","4299","41","99","68","16","5","24","true","1111","011XX N KEYSTONE AVE","JB247541","23","2018-05-02T20:10:00.000","TO RESIDENCE","011","false","26","11302982","1365","41.90139334","POINT (-87.72749466 41.90139334)",,,"RESIDENCE",,,"-87.72749466","CRIMINAL TRESPASS","2018-05-09T15:51:40.000","27","1149179","1907240","2018"
"47","21202","47","528","247","19","25","49","false","0432","097XX S AVENUE M","JB247873","52","2018-05-02T20:00:00.000","OVER $500","004","false","06","11303276","0810","41.718707217","POINT (-87.537703369 41.718707217)",,,"RESIDENCE",,,"-87.537703369","THEFT","2018-05-09T15:51:40.000","10","1201463","1841092","2018"
"5","21853","3","357","37","11","9","10","true","2423","073XX N SHERIDAN RD","JB247587","1","2018-05-02T20:00:00.000","DOMESTIC BATTERY SIMPLE","024","false","08B","11303079","0486","42.015410813","POINT (-87.664882671 42.015410813)",,,"OTHER",,,"-87.664882671","BATTERY","2018-05-09T15:51:40.000","49","1165900","1948915","2018"
"32","21559","31","513","201","17","11","67","false","0722","068XX S PERRY AVE","JB248054","69","2018-05-02T20:00:00.000","FORCIBLE ENTRY","007","false","05","11303479","0610","41.770079376","POINT (-87.628288655 41.770079376)",,,"APARTMENT",,,"-87.628288655","BURGLARY","2018-05-09T15:51:40.000","6","1176579","1859596","2018"
"7","22216","52","184","137","25","32","26","false","1533","050XX W VAN BUREN ST","JB247583","25","2018-05-02T20:00:00.000","OVER $500","015","false","06","11303203","0810","41.874906302","POINT (-87.750374167 41.874906302)",,,"VEHICLE NON-COMMERCIAL",,,"-87.750374167","THEFT","2018-05-09T15:51:40.000","29","1143016","1897545","2018"
"3","14924","12","738","108","23","37","59","false","0924","046XX S ASHLAND AVE","JB248065","61","2018-05-02T20:00:00.000","FORCIBLE ENTRY","009","false","05","11303593","0610","41.810022437","POINT (-87.665012178 41.810022437)",,,"BARBERSHOP",,,"-87.665012178","BURGLARY","2018-05-09T15:51:40.000","3","1166448","1874071","2018"
"11","21190","16","168","189","14","16","68","false","1811","017XX N SHEFFIELD AVE","JB248627","7","2018-05-02T20:00:00.000","ALTER/FORGE PRESCRIPTION","018","false","18","11303762","2090","41.91244802","POINT (-87.653165399 41.91244802)",,,"DRUG STORE",,,"-87.653165399","NARCOTICS","2018-05-10T15:46:13.000","32","1169382","1911420","2018"
,,,,,,,,"false","1834","0000X E GRAND AVE","JB255953","8","2018-05-02T20:00:00.000","CREDIT CARD FRAUD","018","false","11","11309352","1150",,,,,"DEPARTMENT STORE",,,,"DECEPTIVE PRACTICE","2018-05-09T15:51:40.000","42",,,"2018"
"13","21554","18","533","244","9","59","70","false","2222","087XX S SANGAMON ST","JB247516","71","2018-05-02T20:00:00.000","TO PROPERTY","022","false","14","11303035","1310","41.735045219","POINT (-87.647265795 41.735045219)",,,"RESIDENCE",,,"-87.647265795","CRIMINAL DAMAGE","2018-05-09T15:51:40.000","21","1171504","1846788","2018"
"35","21546","9","247","235","20","61","40","false","0631","081XX S DREXEL AVE","JB249495","44","2018-05-02T20:00:00.000","$500 AND UNDER","006","false","06","11304472","0820","41.74719631","POINT (-87.602638387 41.74719631)",,,"VEHICLE NON-COMMERCIAL",,,"-87.602638387","THEFT","2018-05-09T15:51:40.000","8","1183647","1851316","2018"
"46","21572","41","584","65","16","30","24","false","1121","005XX N DRAKE AVE","JB247822","23","2018-05-02T20:00:00.000","$500 AND UNDER","011","false","06","11303231","0820","41.890761164","POINT (-87.714953686 41.890761164)",,,"STREET",,,"-87.714953686","THEFT","2018-05-09T15:51:40.000","27","1152621","1903390","2018"
"47","22250","47","787","259","19","26","52","false","0433","134XX S MACKINAW AVE","JB247827","55","2018-05-02T20:00:00.000","FORCIBLE ENTRY","004","false","05","11303255","0610","41.651074819","POINT (-87.542304991 41.651074819)",,,"RESIDENCE-GARAGE",,,"-87.542304991","BURGLARY","2018-05-09T15:51:40.000","10","1200433","1816436","2018"
"8","22248","35","606","105","13","56","53","true","0814","048XX S CICERO AVE","JB247565","56","2018-05-02T19:51:00.000","SOLICIT ON PUBLIC WAY","008","false","16","11302994","1506","41.805343087","POINT (-87.743097373 41.805343087)",,,"SIDEWALK",,,"-87.743097373","PROSTITUTION","2018-05-09T15:51:40.000","23","1145172","1872210","2018"
"14","21569","36","132","152","21","57","30","false","1022","015XX S ALBANY AVE","JB247495","29","2018-05-02T19:50:00.000","DOMESTIC BATTERY SIMPLE","010","true","08B","11303045","0486","41.861061048","POINT (-87.703004471 41.861061048)",,,"SIDEWALK",,,"-87.703004471","BATTERY","2018-05-09T15:51:40.000","24","1155954","1892591","2018"
"38","21849","28","167","1","1","20","13","false","1712","051XX N KIMBALL AVE","JB247620","13","2018-05-02T19:45:00.000","HARASSMENT BY TELEPHONE","017","true","26","11303054","2825","41.974509944","POINT (-87.713533739 41.974509944)",,,"RESIDENCE",,,"-87.713533739","OTHER OFFENSE","2018-05-09T15:51:40.000","39","1152787","1933911","2018"
"43","21861","30","570","250","10","19","45","false","0511","101XX S INDIANA AVE","JB247559","49","2018-05-02T19:40:00.000","TO PROPERTY","005","false","14","11303050","1310","41.709906098","POINT (-87.618706535 41.709906098)",,,"STREET",,,"-87.618706535","CRIMINAL DAMAGE","2018-05-09T15:51:40.000","9","1179375","1837691","2018"
"23","21572","11","675","100","16","30","27","false","1115","0000X S KARLOV AVE","JB247461","26","2018-05-02T19:39:00.000","AGGRAVATED: HANDGUN","011","false","04B","11303030","041A","41.880455266","POINT (-87.728111102 41.880455266)",,,"STREET",,,"-87.728111102","BATTERY","2018-05-09T15:51:40.000","28","1149065","1899609","2018"
"23","21572","11","736","142","16","30","27","true","1132","039XX W GLADYS AVE","JB247493","26","2018-05-02T19:30:00.000","MANU/DELIVER: HEROIN (WHITE)","011","false","18","11302943","2014","41.876196982","POINT (-87.724108549 41.876196982)",,,"SIDEWALK",,,"-87.724108549","NARCOTICS","2018-05-09T15:51:40.000","24","1150166","1898065","2018"
"14","21184","36","36","140","16","28","28","false","1134","031XX W FLOURNOY ST","JB247476","27","2018-05-02T19:30:00.000","DOMESTIC BATTERY SIMPLE","011","true","08B","11302937","0486","41.872795719","POINT (-87.704049438 41.872795719)",,,"RESIDENCE",,,"-87.704049438","BATTERY","2018-05-09T15:51:40.000","24","1155638","1896865","2018"
"33","22260","32","502","132","24","60","8","false","0331","016XX E 56TH ST","JB248425","41","2018-05-02T19:30:00.000","STRONGARM - NO WEAPON","003","false","03","11304036","0320","41.79339194","POINT (-87.586147253 41.79339194)",,,"SIDEWALK",,,"-87.586147253","ROBBERY","2018-05-09T15:51:40.000","5","1188001","1868188","2018"
"8","22248","35","606","105","13","56","53","true","0814","047XX S CICERO AVE","JB247584","56","2018-05-02T19:25:00.000","SOLICIT ON PUBLIC WAY","008","false","16","11302992","1506","41.806869082","POINT (-87.743131049 41.806869082)",,,"STREET",,,"-87.743131049","PROSTITUTION","2018-05-09T15:51:40.000","23","1145159","1872766","2018"
"14","21572","36","685","141","16","30","28","false","1133","034XX W FLOURNOY ST","JB247440","27","2018-05-02T19:20:00.000","AGGRAVATED: HANDGUN","011","false","04B","11302962","041A","41.87270939","POINT (-87.711881958 41.87270939)",,,"STREET",,,"-87.711881958","BATTERY","2018-05-09T15:51:40.000","24","1153505","1896818","2018"
"13","21554","18","195","245","9","59","72","false","2221","093XX S ASHLAND AVE","JB247446","73","2018-05-02T19:18:00.000","RETAIL THEFT","022","false","06","11302986","0860","41.72363784","POINT (-87.662732163 41.72363784)",,,"SMALL RETAIL STORE",,,"-87.662732163","THEFT","2018-05-09T15:51:40.000","21","1167315","1842598","2018"
"40","22535","15","549","182","7","1","23","false","1414","024XX N MILWAUKEE AVE","JB247812","22","2018-05-02T19:15:00.000","$500 AND UNDER","014","false","06","11303230","0820","41.926470917","POINT (-87.703165774 41.926470917)",,,"STREET",,,"-87.703165774","THEFT","2018-05-09T15:51:40.000","35","1155735","1916426","2018"
